benchmark,suite,mode,tag,profiler,method,comp_id,loop_id,samples,total_samples,runtime_share_pct,notes
CD,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,cd.CallSign.compareTo(CallSign),,,20,11597,0.172458,no_marker
CD,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,607,0,15,11597,0.129344,
CD,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,cd.CollisionDetector.handleNewFrame(Vector),,,15,11597,0.129344,no_marker
CD,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,cd.Motion.findIntersection(Motion),,,15,11597,0.129344,no_marker
CD,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,592,3,14,11597,0.120721,
CD,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,592,2,13,11597,0.112098,
CD,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,java.lang.Math.sqrt(double),,,10,11597,0.086229,no_marker
CD,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,602,3,9,11597,0.077606,
CD,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,cd.RedBlackTree.forEach(ForEachInterface),,,9,11597,0.077606,no_marker
CD,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,cd.Vector3D.minus(Vector3D),,,9,11597,0.077606,no_marker
CD,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,592,1,8,11597,0.068983,
CD,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,"java.util.Arrays.copyOf(Object[], int, Class) line: 3509",,,7,11597,0.060360,no_marker
CD,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,cd.CollisionDetector.reduceCollisionSet(Vector),,,6,11597,0.051738,no_marker
CD,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,602,2,3,11597,0.025869,
CD,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,cd.RedBlackTree.treeMinimum(RedBlackTree$Node),,,3,11597,0.025869,no_marker
CD,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,java.lang.Boolean.booleanValue(),,,3,11597,0.025869,no_marker
CD,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,570,0,2,11597,0.017246,
CD,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,596,1,2,11597,0.017246,
CD,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,cd.Vector3D.dot(Vector3D),,,2,11597,0.017246,no_marker
CD,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,cd.Vector3D.times(double),,,2,11597,0.017246,no_marker
CD,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,"jdk.jfr.internal.JVM.emitEvent(long, long, long)",,,2,11597,0.017246,no_marker
CD,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,CD.benchmark(int),,,1,11597,0.008623,no_marker
CD,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,"cd.CollisionDetector.drawMotionOnVoxelMap(RedBlackTree, Motion)",,,1,11597,0.008623,no_marker
CD,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,cd.Simulator.simulate(double),,,1,11597,0.008623,no_marker
CD,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,"java.lang.Math.min(int, int) line: 2120",,,1,11597,0.008623,no_marker
CD,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,java.lang.StringConcatHelper.stringOf(Object) line: 466,,,1,11597,0.008623,no_marker
