benchmark,suite,mode,tag,profiler,method,comp_id,loop_id,samples,total_samples,runtime_share_pct,notes
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,609,4,3,5380,0.055762,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,LoopBenchmarks.main(String[]),,,3,5380,0.055762,no_marker
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,578,5,2,5380,0.037175,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,615,0,2,5380,0.037175,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,579,1,1,5380,0.018587,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,579,4,1,5380,0.018587,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,579,8,1,5380,0.018587,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,587,0,1,5380,0.018587,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,601,0,1,5380,0.018587,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,603,0,1,5380,0.018587,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,614,1,1,5380,0.018587,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,616,4,1,5380,0.018587,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,620,3,1,5380,0.018587,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,627,0,1,5380,0.018587,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,LoopBenchmarks.fibonacciLoop(int),,,1,5380,0.018587,no_marker
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,"LoopBenchmarks.mandelbrotLoop(double, double, int)",,,1,5380,0.018587,no_marker
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,"LoopBenchmarks.raySphereLoop(double[], double[], double[], double[], int)",,,1,5380,0.018587,no_marker
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,"java.util.regex.Pattern.split(CharSequence, int, boolean) line: 1415",,,1,5380,0.018587,no_marker
