benchmark,mode,run_name,file_path,total_cycles,bench_method,comp_id,comp_name,encoding,selected_loop_id,selected_loop_cycles
LoopStep,NoNested,run5,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run5_NoNested.txt,2263820598,bench7,126,InnerLoopStepBenchmark.bench7(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,13084992
LoopStep,NoNested,run5,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run5_NoNested.txt,2263820598,bench8,128,InnerLoopStepBenchmark.bench8(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,19156276
LoopStep,NoNested,run5,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run5_NoNested.txt,2263820598,bench9,130,InnerLoopStepBenchmark.bench9(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,28777332
LoopStep,NoNested,run5,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run5_NoNested.txt,2263820598,bench10,132,InnerLoopStepBenchmark.bench10(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,43371500
LoopStep,NoNested,run5,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run5_NoNested.txt,2263820598,bench11,134,InnerLoopStepBenchmark.bench11(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,65092760
LoopStep,NoNested,run5,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run5_NoNested.txt,2263820598,bench12,136,InnerLoopStepBenchmark.bench12(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,97677722
LoopStep,NoNested,run5,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run5_NoNested.txt,2263820598,bench13,140,InnerLoopStepBenchmark.bench13()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,144689238
LoopStep,NoNested,run5,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run5_NoNested.txt,2263820598,bench14,143,InnerLoopStepBenchmark.bench14()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,241205110
LoopStep,NoNested,run5,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run5_NoNested.txt,2263820598,bench15,147,InnerLoopStepBenchmark.bench15()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,602999744
LoopStep,NoNested,run6,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run6_NoNested.txt,2269031924,bench1,113,InnerLoopStepBenchmark.bench1(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,975504
LoopStep,NoNested,run6,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run6_NoNested.txt,2269031924,bench2,115,InnerLoopStepBenchmark.bench2(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,1594918
LoopStep,NoNested,run6,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run6_NoNested.txt,2269031924,bench3,117,InnerLoopStepBenchmark.bench3(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,2424032
LoopStep,NoNested,run6,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run6_NoNested.txt,2269031924,bench4,119,InnerLoopStepBenchmark.bench4(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,3766094
LoopStep,NoNested,run6,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run6_NoNested.txt,2269031924,bench5,123,InnerLoopStepBenchmark.bench5()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,5502450
LoopStep,NoNested,run6,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run6_NoNested.txt,2269031924,bench6,124,InnerLoopStepBenchmark.bench6(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,8844776
LoopStep,NoNested,run6,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run6_NoNested.txt,2269031924,bench7,126,InnerLoopStepBenchmark.bench7(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,13077956
LoopStep,NoNested,run6,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run6_NoNested.txt,2269031924,bench8,128,InnerLoopStepBenchmark.bench8(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,19149072
LoopStep,NoNested,run6,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run6_NoNested.txt,2269031924,bench9,130,InnerLoopStepBenchmark.bench9(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,28968098
LoopStep,NoNested,run6,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run6_NoNested.txt,2269031924,bench10,132,InnerLoopStepBenchmark.bench10(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,43427424
LoopStep,NoNested,run6,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run6_NoNested.txt,2269031924,bench11,134,InnerLoopStepBenchmark.bench11(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,65165340
LoopStep,NoNested,run6,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run6_NoNested.txt,2269031924,bench12,136,InnerLoopStepBenchmark.bench12(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,97765326
LoopStep,NoNested,run6,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run6_NoNested.txt,2269031924,bench13,140,InnerLoopStepBenchmark.bench13()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,144720708
LoopStep,NoNested,run6,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run6_NoNested.txt,2269031924,bench14,143,InnerLoopStepBenchmark.bench14()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,241414490
LoopStep,NoNested,run6,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run6_NoNested.txt,2269031924,bench15,147,InnerLoopStepBenchmark.bench15()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,604248974
LoopStep,NoNested,run7,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run7_NoNested.txt,2287803240,bench1,113,InnerLoopStepBenchmark.bench1(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,996848
LoopStep,NoNested,run7,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run7_NoNested.txt,2287803240,bench2,115,InnerLoopStepBenchmark.bench2(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,1578852
LoopStep,NoNested,run7,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run7_NoNested.txt,2287803240,bench3,117,InnerLoopStepBenchmark.bench3(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,2474060
LoopStep,NoNested,run7,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run7_NoNested.txt,2287803240,bench4,119,InnerLoopStepBenchmark.bench4(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,3772280
LoopStep,NoNested,run7,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run7_NoNested.txt,2287803240,bench5,123,InnerLoopStepBenchmark.bench5()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,5569840
LoopStep,NoNested,run7,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run7_NoNested.txt,2287803240,bench6,124,InnerLoopStepBenchmark.bench6(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,8844118
LoopStep,NoNested,run7,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run7_NoNested.txt,2287803240,bench7,126,InnerLoopStepBenchmark.bench7(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,13074554
LoopStep,NoNested,run7,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run7_NoNested.txt,2287803240,bench8,128,InnerLoopStepBenchmark.bench8(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,19165820
LoopStep,NoNested,run7,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run7_NoNested.txt,2287803240,bench9,130,InnerLoopStepBenchmark.bench9(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,28873490
LoopStep,NoNested,run7,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run7_NoNested.txt,2287803240,bench10,132,InnerLoopStepBenchmark.bench10(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,43363894
LoopStep,NoNested,run7,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run7_NoNested.txt,2287803240,bench11,134,InnerLoopStepBenchmark.bench11(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,78722446
LoopStep,NoNested,run7,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run7_NoNested.txt,2287803240,bench12,136,InnerLoopStepBenchmark.bench12(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,97841286
LoopStep,NoNested,run7,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run7_NoNested.txt,2287803240,bench13,140,InnerLoopStepBenchmark.bench13()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,144803084
LoopStep,NoNested,run7,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run7_NoNested.txt,2287803240,bench14,143,InnerLoopStepBenchmark.bench14()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,241561000
LoopStep,NoNested,run7,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run7_NoNested.txt,2287803240,bench15,147,InnerLoopStepBenchmark.bench15()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,603867540
LoopStep,NoNested,run8,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run8_NoNested.txt,2275467548,bench1,113,InnerLoopStepBenchmark.bench1(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,975404
LoopStep,NoNested,run8,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run8_NoNested.txt,2275467548,bench2,115,InnerLoopStepBenchmark.bench2(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,1592012
LoopStep,NoNested,run8,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run8_NoNested.txt,2275467548,bench3,117,InnerLoopStepBenchmark.bench3(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,2505630
LoopStep,NoNested,run8,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run8_NoNested.txt,2275467548,bench4,119,InnerLoopStepBenchmark.bench4(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,3798716
LoopStep,NoNested,run8,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run8_NoNested.txt,2275467548,bench5,123,InnerLoopStepBenchmark.bench5()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,5508190
LoopStep,NoNested,run8,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run8_NoNested.txt,2275467548,bench6,124,InnerLoopStepBenchmark.bench6(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,8859588
LoopStep,NoNested,run8,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run8_NoNested.txt,2275467548,bench7,126,InnerLoopStepBenchmark.bench7(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,13098150
LoopStep,NoNested,run8,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run8_NoNested.txt,2275467548,bench8,128,InnerLoopStepBenchmark.bench8(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,19290656
LoopStep,NoNested,run8,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run8_NoNested.txt,2275467548,bench9,130,InnerLoopStepBenchmark.bench9(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,28903348
LoopStep,NoNested,run8,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run8_NoNested.txt,2275467548,bench10,132,InnerLoopStepBenchmark.bench10(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,43434012
LoopStep,NoNested,run8,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run8_NoNested.txt,2275467548,bench11,134,InnerLoopStepBenchmark.bench11(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,65610664
LoopStep,NoNested,run8,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run8_NoNested.txt,2275467548,bench12,136,InnerLoopStepBenchmark.bench12(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,98253236
LoopStep,NoNested,run8,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run8_NoNested.txt,2275467548,bench13,140,InnerLoopStepBenchmark.bench13()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,145320104
LoopStep,NoNested,run8,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run8_NoNested.txt,2275467548,bench14,143,InnerLoopStepBenchmark.bench14()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,242058030
LoopStep,NoNested,run8,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run8_NoNested.txt,2275467548,bench15,147,InnerLoopStepBenchmark.bench15()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,603844028
LoopStep,NoNested,run9,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run9_NoNested.txt,2269444954,bench1,113,InnerLoopStepBenchmark.bench1(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,975228
LoopStep,NoNested,run9,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run9_NoNested.txt,2269444954,bench2,115,InnerLoopStepBenchmark.bench2(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,1578828
LoopStep,NoNested,run9,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run9_NoNested.txt,2269444954,bench3,117,InnerLoopStepBenchmark.bench3(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,2438910
LoopStep,NoNested,run9,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run9_NoNested.txt,2269444954,bench4,119,InnerLoopStepBenchmark.bench4(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,3768252
LoopStep,NoNested,run9,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run9_NoNested.txt,2269444954,bench5,123,InnerLoopStepBenchmark.bench5()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,5491196
LoopStep,NoNested,run9,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run9_NoNested.txt,2269444954,bench6,124,InnerLoopStepBenchmark.bench6(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,8839164
LoopStep,NoNested,run9,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run9_NoNested.txt,2269444954,bench7,126,InnerLoopStepBenchmark.bench7(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,13129888
LoopStep,NoNested,run9,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run9_NoNested.txt,2269444954,bench8,128,InnerLoopStepBenchmark.bench8(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,19121624
LoopStep,NoNested,run9,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run9_NoNested.txt,2269444954,bench9,130,InnerLoopStepBenchmark.bench9(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,28786242
LoopStep,NoNested,run9,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run9_NoNested.txt,2269444954,bench10,132,InnerLoopStepBenchmark.bench10(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,43295946
LoopStep,NoNested,run9,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run9_NoNested.txt,2269444954,bench11,134,InnerLoopStepBenchmark.bench11(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,65133652
LoopStep,NoNested,run9,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run9_NoNested.txt,2269444954,bench12,136,InnerLoopStepBenchmark.bench12(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,97667272
LoopStep,NoNested,run9,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run9_NoNested.txt,2269444954,bench13,140,InnerLoopStepBenchmark.bench13()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,144716906
LoopStep,NoNested,run9,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run9_NoNested.txt,2269444954,bench14,143,InnerLoopStepBenchmark.bench14()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,242182556
LoopStep,NoNested,run9,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run9_NoNested.txt,2269444954,bench15,147,InnerLoopStepBenchmark.bench15()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,608164340
LoopStep,NoNested,run10,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run10_NoNested.txt,2267489036,bench1,113,InnerLoopStepBenchmark.bench1(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,975400
LoopStep,NoNested,run10,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run10_NoNested.txt,2267489036,bench2,115,InnerLoopStepBenchmark.bench2(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,1601538
LoopStep,NoNested,run10,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run10_NoNested.txt,2267489036,bench3,117,InnerLoopStepBenchmark.bench3(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,2424558
LoopStep,NoNested,run10,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run10_NoNested.txt,2267489036,bench4,119,InnerLoopStepBenchmark.bench4(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,3776932
LoopStep,NoNested,run10,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run10_NoNested.txt,2267489036,bench5,123,InnerLoopStepBenchmark.bench5()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,5516526
LoopStep,NoNested,run10,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run10_NoNested.txt,2267489036,bench6,124,InnerLoopStepBenchmark.bench6(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,8861638
LoopStep,NoNested,run10,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run10_NoNested.txt,2267489036,bench7,126,InnerLoopStepBenchmark.bench7(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,13088206
LoopStep,NoNested,run10,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run10_NoNested.txt,2267489036,bench8,128,InnerLoopStepBenchmark.bench8(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,19141074
LoopStep,NoNested,run10,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run10_NoNested.txt,2267489036,bench9,130,InnerLoopStepBenchmark.bench9(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,28816176
LoopStep,NoNested,run10,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run10_NoNested.txt,2267489036,bench10,132,InnerLoopStepBenchmark.bench10(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,43306432
LoopStep,NoNested,run10,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run10_NoNested.txt,2267489036,bench11,134,InnerLoopStepBenchmark.bench11(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,65108754
LoopStep,NoNested,run10,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run10_NoNested.txt,2267489036,bench12,136,InnerLoopStepBenchmark.bench12(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,97880516
LoopStep,NoNested,run10,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run10_NoNested.txt,2267489036,bench13,140,InnerLoopStepBenchmark.bench13()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,144766492
LoopStep,NoNested,run10,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run10_NoNested.txt,2267489036,bench14,143,InnerLoopStepBenchmark.bench14()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,241602452
LoopStep,NoNested,run10,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run10_NoNested.txt,2267489036,bench15,147,InnerLoopStepBenchmark.bench15()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,603275218
