Benchmark,Index,Activation Count
Sieve,java.util.HashMap.hash(Object),20120
Sieve,java.lang.module.ModuleDescriptor$Exports.isQualified(),12940
Sieve,java.lang.module.ModuleDescriptor$Provides.service(),146
Sieve,java.lang.Byte.toUnsignedInt(byte),25816
Sieve,"java.util.HashMap.putVal(int,",56290
Sieve,"java.util.HashMap$Node.<init>(int,",340
Sieve,java.lang.String.equals(Object),6908
Sieve,java.util.KeyValueHolder.getKey(),130
Sieve,java.util.KeyValueHolder.getValue(),58
Sieve,java.lang.module.ModuleDescriptor.packages(),296
Sieve,java.lang.module.ResolvedModule.reference(),560
Sieve,java.lang.module.ModuleDescriptor$Version.toString(),60
Sieve,java.lang.AbstractStringBuilder.length(),738
Sieve,"java.util.HashMap.newNode(int,",8370
Sieve,java.util.HashMap.afterNodeInsertion(boolean),1674
Sieve,java.util.HashMap.resize(),12197
Sieve,java.lang.module.ResolvedModule.configuration(),94
Sieve,java.lang.module.ModuleDescriptor.isOpen(),30
Sieve,java.util.HashMap.size(),28
Sieve,jdk.internal.classfile.impl.AbstractPoolEntry.width(),1348
Sieve,jdk.internal.classfile.impl.SplitConstantPool.size(),3382
Sieve,java.lang.invoke.MethodType.ptypes(),162
Sieve,java.util.zip.ZipCoder$UTF8ZipCoder.isUTF8(),26
Sieve,java.lang.AbstractStringBuilder.getValue(),228
Sieve,"java.lang.StringLatin1.equals(byte[],",4945
Sieve,jdk.internal.classfile.impl.AbstractPoolEntry.constantPool(),1128
Sieve,jdk.internal.classfile.impl.RawBytecodeHelper.bci(),2466
Sieve,"Sieve.sieve(boolean[],",59917
Sieve,"Sieve.sieve(boolean[],-Re-Comp",597189010
Sieve,"java.util.Arrays.fill(boolean[],",9623
Sieve,"java.util.Arrays.fill(boolean[],-Re-Comp",72155676
Sieve,java.lang.Integer.intValue(),13392
Sieve,java.lang.Integer.valueOf(int),539
Sieve,Sieve.benchmark(),1351836486
Sieve,Sieve.verifyResult(Object),41088
Sieve,jdk.internal.util.WeakReferenceKey.hashCode(),84
Sieve,jdk.internal.constant.ClassOrInterfaceDescImpl.descriptorString(),584
Sieve,java.lang.String.value(),644
Sieve,java.lang.String.coder(),12658
Sieve,jdk.internal.classfile.impl.BufWriterImpl.size(),364
Sieve,jdk.internal.classfile.impl.AbstractDirectBuilder.constantPool(),218
Sieve,Benchmark.innerBenchmarkLoop(int),939633524
Sieve,Benchmark.innerBenchmarkLoop(int)-Re-Comp,490543972485
Sieve,java.nio.Buffer.position(),3788
Sieve,java.nio.Buffer.limit(),2780
Sieve,java.nio.Buffer.capacity(),752
Sieve,java.nio.charset.CharsetEncoder.maxBytesPerChar(),752
Sieve,java.lang.String.length(),22630
Sieve,"java.lang.StringLatin1.inflate(byte[],",18247
Sieve,jdk.internal.constant.PrimitiveClassDescImpl.descriptorString(),174
Sieve,jdk.internal.classfile.impl.AbstractPoolEntry.hashCode(),132
Sieve,jdk.internal.constant.ClassOrInterfaceDescImpl.isClassOrInterface(),54
Sieve,java.util.ArrayList.size(),122
Sieve,jdk.internal.classfile.impl.AbstractPoolEntry$ClassEntryImpl.tag(),47
Sieve,java.lang.invoke.MethodTypeForm.erasedType(),22
Sieve,"java.lang.StringCoding.implEncodeAsciiArray(char[],",290
Sieve,"java.lang.StringCoding.implEncodeAsciiArray(char[],-Re-Comp",240
Storage,Stub<new_instance_or_null(KlassPointer)Object>,11368
Storage,Stub<write_barrier_pre-stack-only(Object)void>,4096
Storage,java.lang.Enum.ordinal(),1994
Storage,java.lang.Class.isPrimitive(),4436
Storage,jdk.internal.util.StrongReferenceKey.get(),1422
Storage,java.lang.Class.getClassLoader(),806
Storage,java.lang.invoke.MethodType.returnType(),1142
Storage,jdk.internal.classfile.impl.AbstractPoolEntry.index(),5996
Storage,java.lang.invoke.MemberName.getDeclaringClass(),728
Storage,java.lang.invoke.MethodType.form(),292
Storage,java.util.stream.FindOps$FindSink.cancellationRequested(),404
Storage,java.lang.Object.<init>(),33601
Storage,jdk.internal.module.ModuleReferenceImpl.moduleResolution(),204
Storage,java.lang.String.hashCode(),40378
Storage,java.lang.module.ModuleDescriptor$Requires.modifiers(),384
Storage,java.lang.module.ModuleDescriptor$Requires.name(),702
Storage,java.lang.module.ModuleDescriptor.requires(),152
Storage,java.lang.module.ModuleDescriptor.isAutomatic(),1198
Storage,java.util.HashMap$Node.getKey(),904
Storage,java.util.HashMap$Node.getValue(),902
Storage,java.util.ImmutableCollections$Set12.isEmpty(),2104
Storage,java.lang.module.ModuleDescriptor$Exports.source(),10990
Storage,java.lang.module.ModuleDescriptor$Exports.targets(),8954
Storage,java.lang.module.ModuleDescriptor.provides(),300
Storage,java.lang.module.ModuleDescriptor.exports(),390
Storage,java.util.Objects.requireNonNull(Object),15530
Storage,java.util.ImmutableCollections$SetN$SetNIterator.hasNext(),31914
Storage,java.lang.module.ModuleDescriptor.uses(),68
Storage,java.util.ImmutableCollections$SetN$SetNIterator.next(),240507
Storage,java.util.HashMap.hash(Object),20115
Storage,java.lang.module.ModuleDescriptor$Exports.isQualified(),12965
Storage,java.lang.module.ModuleDescriptor$Provides.service(),146
Storage,java.lang.Byte.toUnsignedInt(byte),27600
Storage,"java.util.HashMap.putVal(int,",56068
Storage,"java.util.HashMap$Node.<init>(int,",355
Storage,java.lang.String.equals(Object),6969
Storage,java.util.KeyValueHolder.getKey(),130
Storage,java.util.KeyValueHolder.getValue(),58
Storage,java.lang.module.ModuleDescriptor.packages(),296
Storage,java.lang.module.ResolvedModule.reference(),560
Storage,java.lang.module.ModuleDescriptor$Version.toString(),60
Storage,java.lang.AbstractStringBuilder.length(),834
Storage,"java.util.HashMap.newNode(int,",8370
Storage,java.util.HashMap.afterNodeInsertion(boolean),1674
Storage,java.lang.module.ResolvedModule.configuration(),94
Storage,java.util.HashMap.resize(),10838
Storage,java.lang.module.ModuleDescriptor.isOpen(),32
Storage,java.util.HashMap.size(),28
Storage,jdk.internal.classfile.impl.AbstractPoolEntry.width(),1648
Storage,jdk.internal.classfile.impl.SplitConstantPool.size(),4118
Storage,java.lang.invoke.MethodType.ptypes(),234
Storage,java.util.zip.ZipCoder$UTF8ZipCoder.isUTF8(),29
Storage,java.lang.AbstractStringBuilder.getValue(),276
Storage,"java.lang.StringLatin1.equals(byte[],",6369
Storage,jdk.internal.classfile.impl.AbstractPoolEntry.constantPool(),1416
Storage,jdk.internal.classfile.impl.RawBytecodeHelper.bci(),2902
Storage,java.lang.String.value(),836
Storage,jdk.internal.constant.ClassOrInterfaceDescImpl.descriptorString(),768
Storage,jdk.internal.util.WeakReferenceKey.hashCode(),128
Storage,java.lang.String.coder(),13240
Storage,jdk.internal.classfile.impl.BufWriterImpl.size(),488
Storage,"Storage.buildTreeDepth(int,",88149713167
Storage,Storage$$Lambda/0x000000004d042f08.apply(int),40392
Storage,"som.Arrays.setAll(Object[],",20665650053
Storage,java.lang.Integer.intValue(),13392
Storage,jdk.internal.classfile.impl.AbstractDirectBuilder.constantPool(),308
Storage,java.util.ArrayList.size(),192
Storage,jdk.internal.constant.PrimitiveClassDescImpl.descriptorString(),232
Storage,jdk.internal.classfile.impl.AbstractPoolEntry.hashCode(),200
Storage,jdk.internal.constant.ClassOrInterfaceDescImpl.isClassOrInterface(),79
Storage,jdk.internal.classfile.impl.AbstractPoolEntry$ClassEntryImpl.tag(),76
Storage,java.lang.invoke.MethodTypeForm.erasedType(),42
Storage,java.lang.Integer.valueOf(int),539
Storage,Storage.benchmark(),191744
Storage,Storage.verifyResult(Object),41088
Storage,Benchmark.innerBenchmarkLoop(int),224005
Storage,Benchmark.innerBenchmarkLoop(int)-Re-Comp,175681952
Storage,java.nio.Buffer.position(),3788
Storage,java.nio.Buffer.limit(),2780
Storage,java.nio.Buffer.capacity(),752
Storage,java.nio.charset.CharsetEncoder.maxBytesPerChar(),752
Storage,java.lang.String.length(),26080
Storage,"java.lang.StringLatin1.inflate(byte[],",16021
Storage,"java.lang.StringCoding.implEncodeAsciiArray(char[],",194
Storage,"java.lang.StringCoding.implEncodeAsciiArray(char[],-Re-Comp",4184
Storage,java.lang.constant.ClassDesc.isPrimitive(),15
Storage,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,",187
Storage,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,-Re-Comp",2902
Storage,java.lang.Class.getComponentType(),14
Storage,java.lang.invoke.LambdaForm$BasicType.basicTypeKind(),2
Towers,Stub<new_instance_or_null(KlassPointer)Object>,11368
Towers,Stub<write_barrier_pre-stack-only(Object)void>,4096
Towers,java.lang.Enum.ordinal(),1806
Towers,java.lang.Class.isPrimitive(),4062
Towers,jdk.internal.util.StrongReferenceKey.get(),1272
Towers,java.lang.Class.getClassLoader(),720
Towers,java.lang.invoke.MethodType.returnType(),982
Towers,jdk.internal.classfile.impl.AbstractPoolEntry.index(),4972
Towers,java.lang.invoke.MemberName.getDeclaringClass(),642
Towers,java.lang.invoke.MethodType.form(),250
Towers,java.util.stream.FindOps$FindSink.cancellationRequested(),408
Towers,java.lang.Object.<init>(),31099
Towers,jdk.internal.module.ModuleReferenceImpl.moduleResolution(),204
Towers,java.lang.String.hashCode(),39362
Towers,java.lang.module.ModuleDescriptor$Requires.modifiers(),384
Towers,java.lang.module.ModuleDescriptor$Requires.name(),702
Towers,java.lang.module.ModuleDescriptor.requires(),152
Towers,java.lang.module.ModuleDescriptor.isAutomatic(),1196
Towers,java.util.HashMap$Node.getKey(),904
Towers,java.util.HashMap$Node.getValue(),902
Towers,java.util.ImmutableCollections$Set12.isEmpty(),2103
Towers,java.lang.module.ModuleDescriptor$Exports.source(),10990
Towers,java.lang.module.ModuleDescriptor$Exports.targets(),8954
Towers,java.lang.module.ModuleDescriptor.provides(),300
Towers,java.lang.module.ModuleDescriptor.exports(),390
Towers,java.util.Objects.requireNonNull(Object),8924
Towers,java.util.ImmutableCollections$SetN$SetNIterator.hasNext(),31914
Towers,java.lang.module.ModuleDescriptor.uses(),68
Towers,java.util.ImmutableCollections$SetN$SetNIterator.next(),209960
Towers,java.util.HashMap.hash(Object),20125
Towers,java.lang.module.ModuleDescriptor$Exports.isQualified(),12975
Towers,java.lang.module.ModuleDescriptor$Provides.service(),146
Towers,java.lang.Byte.toUnsignedInt(byte),25992
Towers,"java.util.HashMap.putVal(int,",56152
Towers,"java.util.HashMap$Node.<init>(int,",340
Towers,java.lang.String.equals(Object),6916
Towers,java.util.KeyValueHolder.getKey(),130
Towers,java.util.KeyValueHolder.getValue(),58
Towers,java.lang.module.ModuleDescriptor.packages(),296
Towers,java.lang.module.ResolvedModule.reference(),560
Towers,java.lang.module.ModuleDescriptor$Version.toString(),60
Towers,java.lang.AbstractStringBuilder.length(),750
Towers,"java.util.HashMap.newNode(int,",8370
Towers,java.util.HashMap.afterNodeInsertion(boolean),1674
Towers,java.util.HashMap.resize(),14020
Towers,java.lang.module.ResolvedModule.configuration(),94
Towers,java.lang.module.ModuleDescriptor.isOpen(),30
Towers,java.util.HashMap.size(),28
Towers,jdk.internal.classfile.impl.AbstractPoolEntry.width(),1348
Towers,jdk.internal.classfile.impl.SplitConstantPool.size(),3382
Towers,java.lang.invoke.MethodType.ptypes(),162
Towers,java.util.zip.ZipCoder$UTF8ZipCoder.isUTF8(),27
Towers,java.lang.AbstractStringBuilder.getValue(),234
Towers,"java.lang.StringLatin1.equals(byte[],",5260
Towers,jdk.internal.classfile.impl.AbstractPoolEntry.constantPool(),1128
Towers,jdk.internal.classfile.impl.RawBytecodeHelper.bci(),2466
Towers,Towers$TowersDisk.setNext(Towers$TowersDisk),26880
Towers,Towers$TowersDisk.getSize(),26428
Towers,Towers$TowersDisk.getNext(),13312
Towers,"Towers.pushDisk(Towers$TowersDisk,",206284
Towers,"Towers.moveDisks(int,",274581064982
Towers,java.lang.Integer.intValue(),13392
Towers,Towers$TowersDisk.<init>(int),14068
Towers,"Towers.buildTowerAt(int,",1002885
Towers,jdk.internal.constant.ClassOrInterfaceDescImpl.descriptorString(),584
Towers,java.lang.String.value(),646
Towers,java.lang.String.coder(),12740
Towers,jdk.internal.classfile.impl.BufWriterImpl.size(),364
Towers,jdk.internal.util.WeakReferenceKey.hashCode(),84
Towers,jdk.internal.classfile.impl.AbstractDirectBuilder.constantPool(),218
Towers,java.lang.Integer.valueOf(int),539
Towers,Towers.benchmark(),1571504
Towers,Towers.verifyResult(Object),47145
Towers,Benchmark.innerBenchmarkLoop(int),12214
Towers,Benchmark.innerBenchmarkLoop(int)-Re-Comp,117841557
Towers,java.nio.Buffer.position(),3788
Towers,java.nio.Buffer.limit(),2780
Towers,java.nio.Buffer.capacity(),752
Towers,java.nio.charset.CharsetEncoder.maxBytesPerChar(),752
Towers,java.lang.String.length(),22870
Towers,"java.lang.StringLatin1.inflate(byte[],",18247
Towers,jdk.internal.constant.PrimitiveClassDescImpl.descriptorString(),174
Towers,jdk.internal.classfile.impl.AbstractPoolEntry.hashCode(),132
Towers,jdk.internal.constant.ClassOrInterfaceDescImpl.isClassOrInterface(),54
Towers,java.util.ArrayList.size(),124
Towers,jdk.internal.classfile.impl.AbstractPoolEntry$ClassEntryImpl.tag(),47
Towers,java.lang.invoke.MethodTypeForm.erasedType(),22
Towers,"java.lang.StringCoding.implEncodeAsciiArray(char[],",290
Towers,"java.lang.StringCoding.implEncodeAsciiArray(char[],-Re-Comp",240
