CompId,Method,LoopId,BaselineCycles,SlowdownCycles,PercentChangeCycles,BaselineSharePercent
174,cd.RedBlackTree.forEach(ForEachInterface)-Re-Comp,3,1455215902,2891036520,98.66718856127508,0.2522427943899176
174,cd.RedBlackTree.forEach(ForEachInterface)-Re-Comp,2,892918172,1379837692,54.531258884492715,0.154775779014829
185,cd.Simulator.simulate(double)-Re-Comp,0,646196784,646457034,0.04027410944217884,0.11200982774990179
208,CD.benchmark(int),0,303725960,519497060,71.04137558738806,0.052646954155645506
199,"java.util.Arrays.copyOf(Object[],",0,151116808,152966058,1.2237222480241905,0.02619413784361233
180,cd.CollisionDetector.reduceCollisionSet(Vector)-Re-Comp,2,44733938,49659498,11.010790062793042,0.007754047705001865
170,cd.CollisionDetector.handleNewFrame(Vector)-Re-Comp,5,12539674,9035538,-27.944394726689065,0.0021735897787753798
170,cd.CollisionDetector.handleNewFrame(Vector)-Re-Comp,7,10773970,11411284,5.915312554239524,0.0018675279013499536
180,cd.CollisionDetector.reduceCollisionSet(Vector)-Re-Comp,5,10363162,13936862,34.48464860435454,0.0017963196650083106
209,CD.benchmark(int)-Re-Comp,4,9973638,10559472,5.873824576348169,0.0017288007338951334
170,cd.CollisionDetector.handleNewFrame(Vector)-Re-Comp,6,9044570,11964168,32.2801194528872,0.001567758851260283
209,CD.benchmark(int)-Re-Comp,1,5500284,5472492,-0.5052829999323671,0.0009534028622085202
174,cd.RedBlackTree.forEach(ForEachInterface)-Re-Comp,1,4075122,44324702,987.6901844901821,0.000706369521764496
208,CD.benchmark(int),2,3535560,3527146,-0.23798210184525223,0.0006128434501763828
185,cd.Simulator.simulate(double)-Re-Comp,2,2823738,2751112,-2.5719808282496466,0.0004894583427559309
204,cd.Simulator.<init>(int)-Re-Comp,0,1509776,1486342,-1.5521507826326555,0.00026170007943112223
169,cd.CollisionDetector.handleNewFrame(Vector),1,613652,609974,-0.5993625051332025,0.0001063686117298639
169,cd.CollisionDetector.handleNewFrame(Vector),2,602850,599162,-0.6117608028531144,0.00010449622519171851
169,cd.CollisionDetector.handleNewFrame(Vector),3,573342,568566,-0.8330106637922915,9.938139627414826e-05
169,cd.CollisionDetector.handleNewFrame(Vector),0,544744,821882,50.87490637804179,9.442430404883059e-05
159,cd.RedBlackTree$Node.successor(),1,417160,471872,13.115351423914085,7.230927312097088e-05
179,cd.CollisionDetector.reduceCollisionSet(Vector),1,320840,331310,3.2633088143622992,5.561345092562158e-05
52,java.util.ImmutableCollections$SetN$SetNIterator.next(),0,240084,247232,2.977291281384849,4.161544617886465e-05
173,cd.RedBlackTree.forEach(ForEachInterface),5,189434,200322,5.747648257440586,3.283592589030108e-05
159,cd.RedBlackTree$Node.successor(),0,183570,182272,-0.7070872146864957,3.181947757890648e-05
179,cd.CollisionDetector.reduceCollisionSet(Vector),3,134816,130242,-3.392772371231901,2.336860428870652e-05
208,CD.benchmark(int),1,90190,71416,-20.816054995010532,1.5633266235450103e-05
179,cd.CollisionDetector.reduceCollisionSet(Vector),4,86380,94276,9.14100486223663,1.4972852172282733e-05
84,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,-Re-Comp",1,59782,59750,-0.053527817737780606,1.0362433995871804e-05
209,CD.benchmark(int)-Re-Comp,3,52250,59246,13.389473684210525,9.056859527688965e-06
179,cd.CollisionDetector.reduceCollisionSet(Vector),0,50066,56982,13.81376582910558,8.67829146628279e-06
203,cd.Simulator.<init>(int),0,43120,44352,2.857142857142857,7.474292494429631e-06
173,cd.RedBlackTree.forEach(ForEachInterface),7,41966,43224,2.997664776247438,7.274261568210433e-06
84,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,-Re-Comp",2,40840,41478,1.5621939275220371,7.07908407867593e-06
173,cd.RedBlackTree.forEach(ForEachInterface),6,39702,36998,-6.810740013097577,6.881826544847987e-06
84,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,-Re-Comp",0,34170,33610,-1.6388645010242904,5.922926125571903e-06
204,cd.Simulator.<init>(int)-Re-Comp,1,29450,30112,2.2478777589134125,5.104775370151963e-06
214,"java.lang.StringLatin1.inflate(byte[],",0,28188,30914,9.670781893004115,4.8860240452918005e-06
137,"java.lang.StringLatin1.equals(byte[],",0,14078,13702,-2.6708339252734765,2.440238630254646e-06
208,CD.benchmark(int),5,14028,13886,-1.0122611919019104,2.431571779031977e-06
214,"java.lang.StringLatin1.inflate(byte[],",1,13348,13594,1.8429727299970031,2.3137026024036805e-06
88,"java.lang.StringCoding.countPositives(byte[],-Re-Comp",0,12372,12556,1.4872292272874232,2.144525666537184e-06
214,"java.lang.StringLatin1.inflate(byte[],",2,9988,9964,-0.24028834601521826,1.731290200240333e-06
199,"java.util.Arrays.copyOf(Object[],",1,7536,7490,-0.6104033970276009,1.3062678162806517e-06
57,"java.util.HashMap.putVal(int,",0,6496,5768,-11.206896551724139,1.1259973108491392e-06
184,cd.Simulator.simulate(double),0,3872,3620,-6.508264462809918,6.71160958683477e-07
58,java.lang.String.equals(Object),0,3364,3332,-0.9512485136741973,5.831057502611614e-07
179,cd.CollisionDetector.reduceCollisionSet(Vector),2,1970,2062,4.67005076142132,3.414739381731533e-07
208,CD.benchmark(int),4,698,780,11.74785100286533,1.2098924306845737e-07
83,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,",0,550,346,-37.09090909090909,9.533536344935754e-08
87,"java.lang.StringCoding.countPositives(byte[],",0,418,422,0.9569377990430622,7.245487622151172e-08
83,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,",1,146,150,2.73972602739726,2.530720557019309e-08
83,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,",2,142,142,0.0,2.4613857472379583e-08
169,cd.CollisionDetector.handleNewFrame(Vector),4,134,118,-11.940298507462686,2.3227161276752562e-08
169,cd.CollisionDetector.handleNewFrame(Vector),5,126,94,-25.396825396825395,2.1840465081125545e-08
179,cd.CollisionDetector.reduceCollisionSet(Vector),5,114,134,17.543859649122805,1.9760420787685016e-08
